origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,timestamp,hour,day,month,weekday,is_weekend
"Humayun's Tomb, Delhi, India","Jama Masjid, Delhi, India",7459,1247,1483,,,,,,0
"Humayun's Tomb, Delhi, India","National Museum, Delhi, India",4010,461,502,,,,,,0
"Humayun's Tomb, Delhi, India","Lodhi Garden, Delhi, India",2465,458,482,,,,,,0
"Humayun's Tomb, Delhi, India","National Gallery of Modern Art, Delhi, India",2864,345,444,,,,,,0
"Humayun's Tomb, Delhi, India","Parliament House, Delhi, India",5771,748,807,,,,,,0
"Humayun's Tomb, Delhi, India","Presidential Palace (Rashtrapati Bhavan), Delhi, India",5518,713,736,,,,,,0
"Humayun's Tomb, Delhi, India","Gurudwara Bangla Sahib, Delhi, India",6344,789,897,,,,,,0
"Humayun's Tomb, Delhi, India","Dilli Haat, Delhi, India",7944,1204,1443,,,,,,0
"Humayun's Tomb, Delhi, India","Saket Mall, Delhi, India",10625,1355,2170,,,,,,0
"Humayun's Tomb, Delhi, India","Khan Market, Delhi, India",2949,561,544,,,,,,0
"Humayun's Tomb, Delhi, India","Hauz Khas Village, Delhi, India",8797,1336,1618,,,,,,0
"Humayun's Tomb, Delhi, India","Chhatarpur Temple, Delhi, India",15864,2487,2999,,,,,,0
"Humayun's Tomb, Delhi, India","Kingdom of Dreams, Gurgaon, Delhi, India",34137,3306,3953,,,,,,0
"Humayun's Tomb, Delhi, India","Sanjay Gandhi Transport Nagar, Delhi, India",27614,2574,3278,,,,,,0
"Humayun's Tomb, Delhi, India","Nehru Planetarium, Delhi, India",6320,688,1041,,,,,,0
"Humayun's Tomb, Delhi, India","Shankar's International Dolls Museum, Delhi, India",5725,818,928,,,,,,0
"Humayun's Tomb, Delhi, India","ISKCON Temple, Delhi, India",5621,953,1191,,,,,,0
"Humayun's Tomb, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",5057,620,710,,,,,,0
"Humayun's Tomb, Delhi, India","Delhi Zoo, Delhi, India",4938,624,624,,,,,,0
"Humayun's Tomb, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",11685,1497,2005,,,,,,0
"Humayun's Tomb, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",8809,944,999,,,,,,0
"Humayun's Tomb, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",3691,420,449,,,,,,0
"Humayun's Tomb, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",7730,1064,1345,,,,,,0
"Humayun's Tomb, Delhi, India","Tughlaqabad Fort, Delhi, India",10979,1735,2214,,,,,,0
"Humayun's Tomb, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",8369,936,983,,,,,,0
"Humayun's Tomb, Delhi, India","Safdarjung's Tomb, Delhi, India",5229,760,803,,,,,,0
"Humayun's Tomb, Delhi, India","Jantar Mantar, Delhi, India",5909,804,894,,,,,,0
"Humayun's Tomb, Delhi, India","Shah Jahan Park, Delhi, India",2961,387,404,,,,,,0
"Humayun's Tomb, Delhi, India","Connaught Place, Delhi, India",6075,796,878,,,,,,0
"Humayun's Tomb, Delhi, India","Paharganj, Delhi, India",8050,1446,1600,,,,,,0
"Humayun's Tomb, Delhi, India","Chandni Chowk, Delhi, India",8607,1292,1834,,,,,,0
"Humayun's Tomb, Delhi, India","Pitampura TV Tower, Delhi, India",18431,2829,3368,,,,,,0
"Humayun's Tomb, Delhi, India","Mundka Industrial Area, Delhi, India",28503,4039,5497,,,,,,0
"Humayun's Tomb, Delhi, India","Dwarka Sector 21, Delhi, India",26830,2778,3722,,,,,,0
"Humayun's Tomb, Delhi, India","Khan Market, Delhi, India",2949,561,548,,,,,,0
"Humayun's Tomb, Delhi, India","Sarai Rohilla, Delhi, India",13321,1916,2414,,,,,,0
"Humayun's Tomb, Delhi, India","Lajpat Nagar, Delhi, India",4883,681,778,,,,,,0
"Humayun's Tomb, Delhi, India","Punjabi Bagh, Delhi, India",15765,2169,2975,,,,,,0
"Humayun's Tomb, Delhi, India","Greater Kailash, Delhi, India",6266,726,946,,,,,,0
"Humayun's Tomb, Delhi, India","Vasant Kunj, Delhi, India",14175,1937,2482,,,,,,0
"Humayun's Tomb, Delhi, India","Noida Sector 18, Delhi, India",9512,1054,1306,,,,,,0
"Humayun's Tomb, Delhi, India","Azadpur Mandi, Delhi, India",21784,2579,2929,,,,,,0
"Humayun's Tomb, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",15284,1822,2105,,,,,,0
"Akshardham Temple, Delhi, India","Connaught Place, Delhi, India",8438,1178,1261,,,,,,0
"Akshardham Temple, Delhi, India","Chandni Chowk, Delhi, India",8491,1216,1586,,,,,,0
"Akshardham Temple, Delhi, India","Raj Ghat, Delhi, India",7547,715,746,,,,,,0
"Akshardham Temple, Delhi, India","Jama Masjid, Delhi, India",8093,1074,1303,,,,,,0
"Akshardham Temple, Delhi, India","National Museum, Delhi, India",8304,1016,1175,,,,,,0
"Akshardham Temple, Delhi, India","Lodhi Garden, Delhi, India",11035,1286,1369,,,,,,0
"Akshardham Temple, Delhi, India","National Gallery of Modern Art, Delhi, India",7875,794,920,,,,,,0
"Akshardham Temple, Delhi, India","Parliament House, Delhi, India",9008,1213,1388,,,,,,0
"Akshardham Temple, Delhi, India","Presidential Palace (Rashtrapati Bhavan), Delhi, India",9369,1260,1465,,,,,,0
"Akshardham Temple, Delhi, India","Gurudwara Bangla Sahib, Delhi, India",9548,1210,1464,,,,,,0
"Akshardham Temple, Delhi, India","Dilli Haat, Delhi, India",18827,1799,2266,,,,,,0
"Akshardham Temple, Delhi, India","Saket Mall, Delhi, India",18983,2197,3080,,,,,,0
"Akshardham Temple, Delhi, India","Khan Market, Delhi, India",9933,1424,1446,,,,,,0
"Akshardham Temple, Delhi, India","Hauz Khas Village, Delhi, India",19864,2098,2334,,,,,,0
"Akshardham Temple, Delhi, India","Chhatarpur Temple, Delhi, India",25804,2970,3923,,,,,,0
"Akshardham Temple, Delhi, India","Kingdom of Dreams, Gurgaon, Delhi, India",30699,3017,3668,,,,,,0
"Akshardham Temple, Delhi, India","Sanjay Gandhi Transport Nagar, Delhi, India",24180,2285,3023,,,,,,0
"Akshardham Temple, Delhi, India","Nehru Planetarium, Delhi, India",10964,1356,1753,,,,,,0
"Akshardham Temple, Delhi, India","Shankar's International Dolls Museum, Delhi, India",5308,693,768,,,,,,0
"Akshardham Temple, Delhi, India","ISKCON Temple, Delhi, India",13192,1504,1689,,,,,,0
"Akshardham Temple, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",8983,1178,1422,,,,,,0
"Akshardham Temple, Delhi, India","Delhi Zoo, Delhi, India",7760,944,1039,,,,,,0
"Akshardham Temple, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",9554,1210,1709,,,,,,0
"Akshardham Temple, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",5747,650,667,,,,,,0
"Akshardham Temple, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",6581,755,869,,,,,,0
"Akshardham Temple, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",14827,1746,1985,,,,,,0
"Akshardham Temple, Delhi, India","Tughlaqabad Fort, Delhi, India",18538,2457,2820,,,,,,0
"Akshardham Temple, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",6378,757,764,,,,,,0
"Akshardham Temple, Delhi, India","Safdarjung's Tomb, Delhi, India",12505,1502,1782,,,,,,0
"Akshardham Temple, Delhi, India","Jantar Mantar, Delhi, India",8182,1127,1274,,,,,,0
"Akshardham Temple, Delhi, India","Shah Jahan Park, Delhi, India",8838,937,1069,,,,,,0
"Akshardham Temple, Delhi, India","Connaught Place, Delhi, India",8438,1178,1265,,,,,,0
"Akshardham Temple, Delhi, India","Paharganj, Delhi, India",9748,1444,1967,,,,,,0
"Akshardham Temple, Delhi, India","Chandni Chowk, Delhi, India",8491,1216,1586,,,,,,0
"Akshardham Temple, Delhi, India","Pitampura TV Tower, Delhi, India",21224,2646,2824,,,,,,0
"Akshardham Temple, Delhi, India","Mundka Industrial Area, Delhi, India",40453,4273,5237,,,,,,0
"Akshardham Temple, Delhi, India","Dwarka Sector 21, Delhi, India",31082,3267,4534,,,,,,0
"Akshardham Temple, Delhi, India","Khan Market, Delhi, India",9966,1206,1364,,,,,,0
"Akshardham Temple, Delhi, India","Sarai Rohilla, Delhi, India",15480,1812,2295,,,,,,0
"Akshardham Temple, Delhi, India","Lajpat Nagar, Delhi, India",12453,1231,1274,,,,,,0
"Akshardham Temple, Delhi, India","Punjabi Bagh, Delhi, India",18969,2590,3583,,,,,,0
"Akshardham Temple, Delhi, India","Greater Kailash, Delhi, India",14624,1568,1835,,,,,,0
"Akshardham Temple, Delhi, India","Vasant Kunj, Delhi, India",25532,2678,3192,,,,,,0
"Akshardham Temple, Delhi, India","Noida Sector 18, Delhi, India",1629,416,341,,,,,,0
"Akshardham Temple, Delhi, India","Azadpur Mandi, Delhi, India",18350,2290,2493,,,,,,0
"Akshardham Temple, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",20245,2332,3036,,,,,,0
"Connaught Place, Delhi, India","Chandni Chowk, Delhi, India",3392,763,1491,,,,,,0
"Connaught Place, Delhi, India","Raj Ghat, Delhi, India",7139,1003,1305,,,,,,0
"Connaught Place, Delhi, India","Jama Masjid, Delhi, India",5773,1095,1570,,,,,,0
"Connaught Place, Delhi, India","National Museum, Delhi, India",3670,553,694,,,,,,0
"Connaught Place, Delhi, India","Lodhi Garden, Delhi, India",7887,1145,1292,,,,,,0
"Connaught Place, Delhi, India","National Gallery of Modern Art, Delhi, India",4558,706,929,,,,,,0
"Connaught Place, Delhi, India","Parliament House, Delhi, India",2509,419,479,,,,,,0
"Connaught Place, Delhi, India","Presidential Palace (Rashtrapati Bhavan), Delhi, India",3621,587,654,,,,,,0
"Connaught Place, Delhi, India","Gurudwara Bangla Sahib, Delhi, India",1422,261,334,,,,,,0
"Connaught Place, Delhi, India","Dilli Haat, Delhi, India",11065,1578,1938,,,,,,0
"Connaught Place, Delhi, India","Saket Mall, Delhi, India",14910,2167,2922,,,,,,0
"Connaught Place, Delhi, India","Khan Market, Delhi, India",5401,942,1044,,,,,,0
"Connaught Place, Delhi, India","Hauz Khas Village, Delhi, India",11769,1677,2113,,,,,,0
"Connaught Place, Delhi, India","Chhatarpur Temple, Delhi, India",17235,2621,3522,,,,,,0
"Connaught Place, Delhi, India","Kingdom of Dreams, Gurgaon, Delhi, India",18439,2694,3582,,,,,,0
"Connaught Place, Delhi, India","Sanjay Gandhi Transport Nagar, Delhi, India",21768,2623,3792,,,,,,0
"Connaught Place, Delhi, India","Nehru Planetarium, Delhi, India",5087,744,1052,,,,,,0
"Connaught Place, Delhi, India","Shankar's International Dolls Museum, Delhi, India",4039,666,999,,,,,,0
"Connaught Place, Delhi, India","ISKCON Temple, Delhi, India",13435,1852,2279,,,,,,0
"Connaught Place, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",3410,560,684,,,,,,0
"Connaught Place, Delhi, India","Delhi Zoo, Delhi, India",6119,993,1115,,,,,,0
"Connaught Place, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",4424,1110,1880,,,,,,0
"Connaught Place, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",5789,899,1217,,,,,,0
"Connaught Place, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",4940,804,952,,,,,,0
"Connaught Place, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",14447,1955,2382,,,,,,0
"Connaught Place, Delhi, India","Tughlaqabad Fort, Delhi, India",18906,2940,3564,,,,,,0
"Connaught Place, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",4947,761,1040,,,,,,0
"Connaught Place, Delhi, India","Safdarjung's Tomb, Delhi, India",8200,1101,1311,,,,,,0
"Connaught Place, Delhi, India","Jantar Mantar, Delhi, India",1177,293,279,,,,,,0
"Connaught Place, Delhi, India","Shah Jahan Park, Delhi, India",5521,850,1066,,,,,,0
"Connaught Place, Delhi, India","Connaught Place, Delhi, India",0,0,8,,,,,,0
"Connaught Place, Delhi, India","Paharganj, Delhi, India",2376,704,713,,,,,,0
"Connaught Place, Delhi, India","Chandni Chowk, Delhi, India",3392,763,1407,,,,,,0
"Connaught Place, Delhi, India","Pitampura TV Tower, Delhi, India",12979,2135,2787,,,,,,0
"Connaught Place, Delhi, India","Mundka Industrial Area, Delhi, India",24058,3563,5254,,,,,,0
"Connaught Place, Delhi, India","Dwarka Sector 21, Delhi, India",26645,2953,3621,,,,,,0
"Connaught Place, Delhi, India","Khan Market, Delhi, India",5723,963,1109,,,,,,0
"Connaught Place, Delhi, India","Sarai Rohilla, Delhi, India",8066,1305,1650,,,,,,0
"Connaught Place, Delhi, India","Lajpat Nagar, Delhi, India",11880,1484,1794,,,,,,0
"Connaught Place, Delhi, India","Punjabi Bagh, Delhi, India",11582,1725,2420,,,,,,0
"Connaught Place, Delhi, India","Greater Kailash, Delhi, India",12983,1617,1936,,,,,,0
"Connaught Place, Delhi, India","Vasant Kunj, Delhi, India",19852,2168,2580,,,,,,0
"Connaught Place, Delhi, India","Noida Sector 18, Delhi, India",9369,1330,1580,,,,,,0
"Connaught Place, Delhi, India","Azadpur Mandi, Delhi, India",15247,2397,2922,,,,,,0
"Connaught Place, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",12599,1435,2285,,,,,,0
"Chandni Chowk, Delhi, India","Raj Ghat, Delhi, India",3024,677,676,,,,,,0
"Chandni Chowk, Delhi, India","Jama Masjid, Delhi, India",398,147,127,,,,,,0
"Chandni Chowk, Delhi, India","National Museum, Delhi, India",6491,1077,1550,,,,,,0
"Chandni Chowk, Delhi, India","Lodhi Garden, Delhi, India",9130,1491,1983,,,,,,0
"Chandni Chowk, Delhi, India","National Gallery of Modern Art, Delhi, India",5627,1131,1299,,,,,,0
"Chandni Chowk, Delhi, India","Parliament House, Delhi, India",6000,1225,1704,,,,,,0
"Chandni Chowk, Delhi, India","Presidential Palace (Rashtrapati Bhavan), Delhi, India",7965,1536,1667,,,,,,0
"Chandni Chowk, Delhi, India","Gurudwara Bangla Sahib, Delhi, India",4913,1067,1579,,,,,,0
"Chandni Chowk, Delhi, India","Dilli Haat, Delhi, India",13685,1942,3045,,,,,,0
"Chandni Chowk, Delhi, India","Saket Mall, Delhi, India",17571,2475,3203,,,,,,0
"Chandni Chowk, Delhi, India","Khan Market, Delhi, India",8529,1700,1665,,,,,,0
"Chandni Chowk, Delhi, India","Hauz Khas Village, Delhi, India",15012,2220,3059,,,,,,0
"Chandni Chowk, Delhi, India","Chhatarpur Temple, Delhi, India",20329,3243,4324,,,,,,0
"Chandni Chowk, Delhi, India","Kingdom of Dreams, Gurgaon, Delhi, India",24094,2755,3917,,,,,,0
"Chandni Chowk, Delhi, India","Sanjay Gandhi Transport Nagar, Delhi, India",17575,2023,3301,,,,,,0
"Chandni Chowk, Delhi, India","Nehru Planetarium, Delhi, India",9984,1613,2026,,,,,,0
"Chandni Chowk, Delhi, India","Shankar's International Dolls Museum, Delhi, India",3081,796,821,,,,,,0
"Chandni Chowk, Delhi, India","ISKCON Temple, Delhi, India",14342,1977,2258,,,,,,0
"Chandni Chowk, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",7430,1448,1582,,,,,,0
"Chandni Chowk, Delhi, India","Delhi Zoo, Delhi, India",6356,1220,1208,,,,,,0
"Chandni Chowk, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",1044,351,431,,,,,,0
"Chandni Chowk, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",3431,824,855,,,,,,0
"Chandni Chowk, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",5177,1031,1044,,,,,,0
"Chandni Chowk, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",14684,2182,2428,,,,,,0
"Chandni Chowk, Delhi, India","Tughlaqabad Fort, Delhi, India",19292,2935,3444,,,,,,0
"Chandni Chowk, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",2724,711,676,,,,,,0
"Chandni Chowk, Delhi, India","Safdarjung's Tomb, Delhi, India",11101,1778,1986,,,,,,0
"Chandni Chowk, Delhi, India","Jantar Mantar, Delhi, India",3725,868,1327,,,,,,0
"Chandni Chowk, Delhi, India","Shah Jahan Park, Delhi, India",6590,1275,1407,,,,,,0
"Chandni Chowk, Delhi, India","Connaught Place, Delhi, India",3533,880,1300,,,,,,0
"Chandni Chowk, Delhi, India","Paharganj, Delhi, India",2752,689,1340,,,,,,0
"Chandni Chowk, Delhi, India","Chandni Chowk, Delhi, India",0,0,0,,,,,,0
"Chandni Chowk, Delhi, India","Pitampura TV Tower, Delhi, India",16228,2552,2997,,,,,,0
"Chandni Chowk, Delhi, India","Mundka Industrial Area, Delhi, India",23666,3730,5476,,,,,,0
"Chandni Chowk, Delhi, India","Dwarka Sector 21, Delhi, India",27369,3137,4909,,,,,,0
"Chandni Chowk, Delhi, India","Khan Market, Delhi, India",8529,1700,1638,,,,,,0
"Chandni Chowk, Delhi, India","Sarai Rohilla, Delhi, India",7674,1472,2292,,,,,,0
"Chandni Chowk, Delhi, India","Lajpat Nagar, Delhi, India",13603,1705,1871,,,,,,0
"Chandni Chowk, Delhi, India","Punjabi Bagh, Delhi, India",11935,2057,3391,,,,,,0
"Chandni Chowk, Delhi, India","Greater Kailash, Delhi, India",13220,1844,2058,,,,,,0
"Chandni Chowk, Delhi, India","Vasant Kunj, Delhi, India",19736,2986,3723,,,,,,0
"Chandni Chowk, Delhi, India","Noida Sector 18, Delhi, India",8966,1189,1517,,,,,,0
"Chandni Chowk, Delhi, India","Azadpur Mandi, Delhi, India",13354,2196,2607,,,,,,0
"Chandni Chowk, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",15870,2262,3328,,,,,,0
"Raj Ghat, Delhi, India","Jama Masjid, Delhi, India",2715,541,738,,,,,,0
"Raj Ghat, Delhi, India","National Museum, Delhi, India",9257,851,1005,,,,,,0
"Raj Ghat, Delhi, India","Lodhi Garden, Delhi, India",10543,1126,1244,,,,,,0
"Raj Ghat, Delhi, India","National Gallery of Modern Art, Delhi, India",7383,634,781,,,,,,0
"Raj Ghat, Delhi, India","Parliament House, Delhi, India",8691,1092,1220,,,,,,0
"Raj Ghat, Delhi, India","Presidential Palace (Rashtrapati Bhavan), Delhi, India",10691,1069,1280,,,,,,0
"Raj Ghat, Delhi, India","Gurudwara Bangla Sahib, Delhi, India",9380,1095,1313,,,,,,0
"Raj Ghat, Delhi, India","Dilli Haat, Delhi, India",18334,1639,2116,,,,,,0
"Raj Ghat, Delhi, India","Saket Mall, Delhi, India",22802,2407,2884,,,,,,0
"Raj Ghat, Delhi, India","Khan Market, Delhi, India",9474,1046,1238,,,,,,0
"Raj Ghat, Delhi, India","Hauz Khas Village, Delhi, India",19661,1917,2186,,,,,,0
"Raj Ghat, Delhi, India","Chhatarpur Temple, Delhi, India",25311,2810,3616,,,,,,0
"Raj Ghat, Delhi, India","Kingdom of Dreams, Gurgaon, Delhi, India",27737,2912,3272,,,,,,0
"Raj Ghat, Delhi, India","Sanjay Gandhi Transport Nagar, Delhi, India",19529,1803,2808,,,,,,0
"Raj Ghat, Delhi, India","Nehru Planetarium, Delhi, India",11567,1078,1545,,,,,,0
"Raj Ghat, Delhi, India","Shankar's International Dolls Museum, Delhi, India",4059,545,649,,,,,,0
"Raj Ghat, Delhi, India","ISKCON Temple, Delhi, India",14163,1453,1713,,,,,,0
"Raj Ghat, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",10304,1010,1210,,,,,,0
"Raj Ghat, Delhi, India","Delhi Zoo, Delhi, India",8354,809,835,,,,,,0
"Raj Ghat, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",5079,693,1181,,,,,,0
"Raj Ghat, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",3246,360,408,,,,,,0
"Raj Ghat, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",6413,640,721,,,,,,0
"Raj Ghat, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",16682,1771,2008,,,,,,0
"Raj Ghat, Delhi, India","Tughlaqabad Fort, Delhi, India",19113,2411,2888,,,,,,0
"Raj Ghat, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",3330,441,491,,,,,,0
"Raj Ghat, Delhi, India","Safdarjung's Tomb, Delhi, India",12856,1281,1471,,,,,,0
"Raj Ghat, Delhi, India","Jantar Mantar, Delhi, India",8014,1012,1160,,,,,,0
"Raj Ghat, Delhi, India","Shah Jahan Park, Delhi, India",8346,777,942,,,,,,0
"Raj Ghat, Delhi, India","Connaught Place, Delhi, India",8270,1063,1135,,,,,,0
"Raj Ghat, Delhi, India","Paharganj, Delhi, India",6699,1128,1680,,,,,,0
"Raj Ghat, Delhi, India","Chandni Chowk, Delhi, India",3041,697,985,,,,,,0
"Raj Ghat, Delhi, India","Pitampura TV Tower, Delhi, India",16573,2164,2380,,,,,,0
"Raj Ghat, Delhi, India","Mundka Industrial Area, Delhi, India",35802,3791,5181,,,,,,0
"Raj Ghat, Delhi, India","Dwarka Sector 21, Delhi, India",31433,3046,4283,,,,,,0
"Raj Ghat, Delhi, India","Khan Market, Delhi, India",10527,1289,1239,,,,,,0
"Raj Ghat, Delhi, India","Sarai Rohilla, Delhi, India",10829,1330,1805,,,,,,0
"Raj Ghat, Delhi, India","Lajpat Nagar, Delhi, India",13424,1181,1269,,,,,,0
"Raj Ghat, Delhi, India","Punjabi Bagh, Delhi, India",24387,2408,2913,,,,,,0
"Raj Ghat, Delhi, India","Greater Kailash, Delhi, India",15218,1433,1630,,,,,,0
"Raj Ghat, Delhi, India","Vasant Kunj, Delhi, India",21803,2457,3123,,,,,,0
"Raj Ghat, Delhi, India","Noida Sector 18, Delhi, India",8610,826,881,,,,,,0
"Raj Ghat, Delhi, India","Azadpur Mandi, Delhi, India",13699,1808,2006,,,,,,0
"Raj Ghat, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",20567,2039,2709,,,,,,0
"Jama Masjid, Delhi, India","National Museum, Delhi, India",6502,1146,1250,,,,,,0
"Jama Masjid, Delhi, India","Lodhi Garden, Delhi, India",8984,1467,1501,,,,,,0
"Jama Masjid, Delhi, India","National Gallery of Modern Art, Delhi, India",5229,985,1112,,,,,,0
"Jama Masjid, Delhi, India","Parliament House, Delhi, India",7206,1343,1452,,,,,,0
